Array Probe	Category Component
SH3GLB1_16515	51100
MRPS2_4292	51116
NAA20_24782	51126
ASB3_17651	51130
VPS28_7671	51160
HSD17B11_3115	51170
LEF1_14627	51176
WBP5_11904	51186
RSL24D1_11903	51187
HERC5_11373	51191
NUSAP1_4789	51203
PIGP_17005	51227
CRIM1_10788	51232
MZB1_11368	51237
MRPL37_12369	51253
C1RL_28410	51279
SCAND1_6116	51282
TLR7_28282	51284
GMPR2_2691	51292
CD320_1116	51293
SLC15A3_16357	51296
TIMMDC1_10676	51300
CYP39A1_17915	51302
KCNK9_16534	51305
TLR8_16795	51311
AMZ2_260	51321
AHSP_11700	51327
NGRN_4584	51335
MS4A4A_10754	51338
MS4A4A_28430	51338
POP5_5282	51367
MRPS17_4291	51373
ATRAID_20268	51374
SNX7_6656	51375
ATP6V1D_574	51382
ZNF589_7909	51385
BIN2_19602	51411
PRKAG2_5416	51422
SCARA3_10615	51435
GPR89A_25292	51463
GPR89B_14463	51463
UBE2J1_7482	51465
EVL_2255	51466
PTPLAD1_5591	51495
TRIAP1_21159	51499
C11orf73_17564	51501
DTL_18569	51514
DTL_28312	51514
TMEM14C_7183	51522
JKAMP_15608	51528
UFM1_7522	51569
LSR_27465	51599
NOP58_19568	51602
DHRS7_1861	51635
PPIL1_5328	51645
FAM96B_26073	51647
MRPS23_4296	51649
ACSL5_23312	51703
CAB39_918	51719
ARID4B_430	51742
TM7SF3_22780	51768
NUDT9_4763	53343
UBASH3A_16769	53347
P2RY13_20532	53829
GPR87_10766	53836
POLE3_14273	54107
CYCS_1692	54205
TREM1_13872	54210
TERF2IP_7027	54386
GFOD1_2633	54438
GFOD1_2634	54438
SASH3_13505	54440
KCTD5_3534	54442
ANLN_12002	54443
TMCO1_7159	54499
RBM47_25341	54502
DHX29_1863	54505
EXOSC4_2269	54512
PUS7_5632	54517
DDIT4_1803	54541
DLL4_18742	54567
UGT1A7_7542	54575
UGT1A9_7544	54575
UGT1A7_7542	54576
UGT1A9_7544	54576
UGT1A7_7542	54577
UGT1A9_7544	54577
UGT1A10_28864	54578
UGT1A6_7540	54578
UGT1A8_28230	54578
UGT1A5_7536	54579
UGT1A7_7542	54600
UGT1A9_7544	54600
PAF1_4900	54623
PARP14_15187	54625
UGT1A4_7535	54657
UGT1A1_7531	54658
UGT1A3_7534	54659
P4HTM_4891	54681
SLC35F2_6477	54733
XAF1_24041	54739
KCTD9_15339	54793
BNC2_15341	54796
KLHL24_20638	54800
ZNF586_7908	54807
GIN1_14366	54826
ASPN_490	54829
APTX_12622	54840
SYTL2_21368	54843
ESRP1_13554	54845
FBXL12_2366	54850
TEX10_7033	54881
NCAPG2_4481	54892
ELOVL2_16117	54898
CYP2W1_23021	54905
YTHDF1_7805	54915
TXNL4B_7437	54957
TIPIN_11359	54962
HERC6_2923	55008
PIH1D1_5136	55011
PPP2R3C_5360	55012
SLC35A5_6470	55032
FKBP14_2430	55033
CDCA4_1183	55038
EPN3_21339	55040
ZWILCH_13665	55055
WIPI1_16368	55062
SLFN12_10631	55106
PLEKHJ1_5191	55111
HEATR1_2915	55127
ANO10_292	55129
CDCA8_1185	55143
UBR7_7515	55148
CEP55_20707	55165
FAIM_2304	55179
FANCI_2338	55215
MOB1A_13529	55233
SLC47A1_28371	55244
SLC47A1_6494	55244
NEIL3_22846	55247
NEIL3_28372	55247
ADI1_135	55256
UEVLD_28408	55293
GIMAP4_16236	55303
ABCF3_36	55324
GIMAP5_27272	55340
STRBP_13783	55342
HJURP_2968	55355
MCM10_4071	55388
SIRPG_26479	55423
ETNK1_26147	55500
ETNK1_27184	55500
ENOSF1_2157	55556
AMY2B_257	55599
AMY2B_28272	55599
DDX60_22807	55601
LRRC16A_3881	55604
ANKRD10_277	55608
STAP2_6820	55620
SLC39A4_16539	55630
DEPDC1_16570	55635
DEPDC1_27104	55635
LYAR_12352	55646
NHP2_10492	55651
IARS2_3181	55699
POLR3B_28325	55703
ASF1B_26041	55723
C1orf112_24242	55732
NUP133_4773	55746
CNDP2_1408	55748
WDR12_24240	55759
TTC17_12763	55761
DEPDC1B_1847	55789
FAM63A_2329	55793
KDM3A_3541	55818
PECR_27673	55825
VIMP_7660	55829
EAPP_2012	55837
ARHGAP15_15992	55843
CISD1_1354	55847
PSENEN_5496	55851
DBNDD2_23171	55861
CBWD2_1009	55871
PBK_19921	55872
GSDMB_26379	55876
ZNF395_7894	55893
KLHL9_3643	55958
PCDHAC2_4966	56134
PCDHA10_4961	56139
PCDHA6_4964	56142
PCDHA5_4963	56143
PCDHA3_4962	56145
PCDHA1_4960	56146
CRTAM_28356	56253
CCBL2_26971	56267
IL36G_3337	56300
CYP26B1_28361	56603
ERO1LB_15346	56605
NPDC1_4650	56654
RETN_28281	56729
TM9SF3_7143	56889
EXOSC5_27191	56915
PAK6_4917	56924
DUSP22_1986	56940
KIF15_3595	56992
ADCK3_114	56997
AKR1B10_19908	57016
CIAPIN1_1343	57019
PDXP_28237	57026
PLSCR3_5215	57048
SLC17A6_19889	57084
C12orf5_25932	57103
C12orf5_823	57103
RAB25_20913	57111
TRPC7_7358	57113
NUP107_4770	57122
SCYL3_6157	57147
LYRM1_3916	57149
ZMIZ1_7853	57178
SLC39A10_19660	57181
MCOLN1_4080	57192
THAP11_7070	57215
SPC25_6704	57405
ABHD6_45	57406
BIRC6_26442	57448
AHRR_26810	57491
AHRR_26811	57491
CGN_24274	57530
DPP10_15296	57628
CALCOCO1_18741	57658
ANKRD36B_290	57730
TRIB3_7337	57761
POLD4_5245	57804
LSM2_3891	57819
RAP2C_28428	57826
PTBP2_29021	58155
NGB_28327	58157
SQRDL_6737	58472
MS4A7_12103	58475
ENOPH1_2156	58478
PRUNE_5487	58497
OSTC_4855	58505
SNX6_6655	58533
ACE2_25221	59272
APOBEC3G_11453	60489
FASTKD5_2353	60493
AASDHPPT_21936	60496
ELAC2_2114	60528
SCOC_12252	60592
SMAP1_6570	60682
ABHD4_42	63874
CIDEC_20342	63924
CXorf56_28414	63932
MCUR1_4086	63933
KIF13A_22151	63971
RBKS_5758	64080
CENPK_14270	64105
ELTD1_21057	64123
ELTD1_28345	64123
NCAPG_4478	64151
MS4A6A_25688	64231
NOC3L_4620	64318
NFKBIZ_27582	64332
ARHGAP9_17932	64333
HHIP_12808	64399
ATG3_504	64422
NARFL_4450	64428
ZDHHC6_7833	64429
TPSAB1_28207	64499
TPSB2_17547	64499
CLEC7A_13828	64581
CLEC7A_27023	64581
PLA2G2F_5171	64600
HIAT1_2943	64645
SPANXA1_6696	64648
SPANXB1_6698	64648
CSRNP1_22653	64651
SPANXA1_6696	64663
SPANXB1_6698	64663
ACBD3_59	64746
CERK_1258	64781
AEN_18198	64782
GINS3_21786	64785
FNDC4_26595	64838
LPIN3_3865	64900
AGXT2_16258	64902
AGXT2_28617	64902
MRPL14_11352	64928
NT5DC2_4737	64943
CENPH_11358	64946
MRPS6_26422	64968
MRPL40_18891	64976
MRPL36_20712	64979
PINK1_14500	65018
ACD_60	65057
INTS3_3388	65123
TRAK2_7315	66008
METRN_4129	79006
NUP37_4777	79023
ALG8_238	79053
ELOVL6_2134	79071
TMEM109_7168	79073
CCDC86_1031	79080
TRAPPC6A_7328	79090
CHAC1_1279	79094
MBOAT7_4061	79143
GDPD3_17580	79153
GDPD3_28305	79153
LILRB3_11957	79168
PRR15L_5469	79170
CRELD2_1561	79174
FSD1_2495	79187
EPS8L3_25915	79574
TCTN1_7014	79600
CHMP6_1311	79643
PANK3_16409	79646
RPAP3_5909	79657
NLRX1_18112	79671
MLF1IP_24681	79682
STEAP4_20124	79689
NPEPL1_4651	79716
PPCS_25423	79717
E2F8_17938	79733
BBS10_22175	79738
ZFAND1_22534	79752
UGT2A3_15183	79799
SHCBP1_6304	79801
FAM57A_2328	79850
NUP85_4781	79902
TMC7_26524	79905
ATAD5_21054	79915
TCEAL4_28212	79921
NANOG_12901	79923
DHDDS_1856	79947
DENND2D_1844	79961
GRHL2_23611	79977
DNAJB14_1905	79982
DNAJB14_27130	79982
ESRP2_23043	80004
RMI1_15666	80010
FBXO11_2372	80204
CCDC92_1033	80212
NAA50_4434	80218
ITPKC_16864	80271
FLAD1_28296	80308
PUS1_11654	80324
COASY_1438	80347
WDR61_7711	80349
SLC44A4_11273	80736
TSEN2_7367	80746
PRR7_5473	80758
ITFG1_3424	81533
SGPP1_24607	81537
TMX1_7229	81542
GDPD5_2628	81544
GDPD5_28706	81544
YIPF5_7795	81555
TXNDC5_17478	81567
FAM83D_14832	81610
ANP32E_10658	81611
ANP32E_26838	81611
CDT1_21099	81620
C6orf62_903	81688
TMEM14B_18304	81853
KIF18A_17633	81930
ELOVL3_21555	83401
CDCA3_19307	83461
CDCA3_26988	83461
NUF2_28336	83540
SESN2_18106	83667
GRWD1_2804	83743
TM2D2_7135	83877
CDCA7_12449	83879
BRIP1_16491	83990
CTTNBP2_13527	83992
MND1_13458	84057
RAB6C_19175	84084
PRAM1_28248	84106
ARID5B_433	84159
NLRC5_25496	84166
FAM96A_14110	84191
MEX3B_24640	84206
RGPD1_12424	84220
RGPD2_5823	84220
TMEM126A_24438	84233
COQ5_1506	84274
ZDHHC16_23488	84287
BRMS1L_22068	84312
CMSS1_22063	84319
PRAC_25557	84366
TMEM185A_11192	84548
TMEM185A_27972	84548
MAP1LC3A_21677	84557
TUBB6_7410	84617
DPY30_18946	84661
PSRC1_5548	84722
TUBA1C_7400	84790
RTN4IP1_12502	84816
FCRLA_14150	84824
USMG5_16099	84833
PHF5A_25261	84844
ADO_144	84890
PLXDC2_22745	84898
C9orf3_28334	84909
ATG4C_14397	84938
SYTL1_25933	84958
TMEM128_7178	85013
HIST1H2BK_2955	85236
MICALL1_4172	85377
TSLP_15791	85480
TSLP_28017	85480
KCNK17_25752	89822
UBE3B_7499	89910
HS6ST2_26218	90161
KNSTRN_3668	90417
BMF_16921	90427
BMF_26899	90427
MLIP_17825	90523
HN1L_3042	90861
ANKRD30A_17691	91074
ZNF682_28422	91120
SLC25A46_6412	91137
BOD1_749	91272
RSAD2_6043	91543
ARRDC4_12510	91947
COG7_1450	91949
RCSD1_14231	92241
CHMP4C_11853	92421
UBE2Q2_7491	92912
MAPK1IP1L_28298	93487
MAPK1IP1L_4001	93487
WDR67_7713	93594
SERHL_29035	94009
ORMDL3_10971	94103
H2AFV_27300	94239
EPSTI1_20642	94240
LIMS3L_22317	96626
CDCA5_1184	113130
MAL2_23815	114569
CARD16_28427	114769
XKR4_20510	114786
SMIM19_6589	114926
HAUS1_11922	115106
FCRL3_20260	115352
FCRL3_28332	115352
FCRL3_29023	115352
GBP5_11495	115362
LYSMD3_3919	116068
NUS1_4786	116150
MRPL53_4285	116540
RPL39L_5945	116832
THEM4_24773	117145
DEFB118_1835	117285
PIK3AP1_14739	118788
AMICA1_14411	120425
IKBIP_27347	121457
IKBIP_28307	121457
SLC51B_20132	123264
MSI2_28267	124540
CANT1_956	124583
OSCAR_19748	126014
B3GALT6_19453	126792
RNF19B_24383	127544
C1orf131_862	128061
C1orf162_20673	128346
CMPK2_15212	129607
ACMSD_10919	130013
LUZP6_19140	136319
AMER1_12473	139285
ASB5_15332	140458
SRXN1_20094	140809
HECTD2_12402	143279
PLEKHA7_11450	144100
SLC2A14_11487	144195
SLC2A14_27874	144195
E2F7_12550	144455
CMTM2_15310	146225
KIF18B_3598	146909
WIPF2_7724	147179
ZNF420_25875	147923
TICAM1_7097	148022
ZNF555_15210	148254
RAB6C_19175	150786
SEPT10_21372	151011
SGOL2_6289	151246
GDF7_15077	151449
DTX3L_23240	151636
CCDC80_14320	151887
TMEM167A_27971	153339
CNKSR3_10480	154043
GIMAP8_20139	155038
AGR3_18494	155465
AGR3_28311	155465
TMEM65_28194	157378
SBSPON_14886	157869
PHOSPHO1_5125	162466
ZNF114_19347	163071
CHST13_16045	166012
CHST13_28284	166012
GIMAP7_21696	168537
RHOV_26190	171177
ZNF367_14143	195828
EMX2OS_28199	196047
DCP1B_28353	196513
ADCY4_26802	196883
C19orf59_855	199675
TXLNA_7419	200081
SPRED2_6724	200734
SLC51A_15250	200931
MUC20_24575	200958
RWDD4_6068	201965
SAMD9L_23913	219285
FOLH1B_15606	219595
GJD4_2656	219770
MPEG1_26527	219972
C11orf82_16376	220042
SKA1_26466	220134
USP32P2_28186	220594
LOC220729_29034	220729
CBWD5_15051	220869
GSTA5_24748	221357
GPR97_16524	222487
TXLNG2P_7420	246126
CDC26_1162	246184
SERHL2_28292	253190
HIST1H2BA_21483	255626
EML3_2142	256364
ASPM_487	259266
MAGEA2_10525	266740
RGL4_12168	266747
BLOC1S2_28331	282991
LOC283357_28160	283357
GXYLT1_21652	283464
SLC13A5_16615	284111
CYP4A22_22794	284541
RGPD1_12424	285190
RGPD2_5823	285190
SUMF1_6887	285362
LOC285812_28179	285812
RPL7L1_16386	285855
LOC286191_28201	286191
ATP11C_19755	286410
KRT6C_3700	286887
SERPINA9_25359	327657
METTL2A_4134	339175
ZNF260_25549	339324
SPOPL_12140	339745
SLC6A19_6515	340024
ZC3H12D_20475	340152
DPPA5_13721	340168
FAM174A_2316	345757
TUBB2B_13577	347733
AMIGO2_19750	347902
GEN1_12237	348654
LCE1E_10980	353135
ZBTB41_11607	360023
TBC1D10C_6964	374403
TMEM110_7172	375346
SLC27A1_19587	376497
CENPW_1256	387103
KGFLP1_29037	387628
FAM69A_2333	388650
FAM69A_27207	388650
LINC00875_29032	388685
COA6_1437	388753
COA6_28597	388753
RBM12B_13445	389677
MYO18A_4418	399687
FKSG49_29036	400949
RGPD1_12424	400966
RGPD2_5823	400966
MGC70870_28188	403340
CCL3L3_19923	414062
CT45A6_1618	441519
TARP_6949	445347
TRGC2_28228	445347
CBWD3_16310	445571
GIMAP6_20946	474344
CHAC2_20593	494143
CT45A6_1618	541465
CT45A6_1618	541466
ARHGAP8_26847	553158
ARHGAP8_26848	553158
FAM72C_17605	554282
ECSCR_20772	641700
CPSF4L_20003	642843
SMIM15_22626	643155
PGA3_13453	643834
PGA5_26280	643834
PGA3_13453	643847
PGA5_26280	643847
GLB1_2661	643853
CRNDE_28397	643911
CBWD3_16310	644019
GAGE1_2574	645073
GAGE12J_2577	645073
GAGE2A_20694	645073
GAGE2D_22568	645073
GAGE4_2578	645073
MT1HL1_4331	645745
ANKRD36BP2_28163	645784
LOC652493_3838	652493
ANXA8_17897	653145
ANXA8L1_19389	653145
RGPD1_12424	653489
RGPD2_5823	653489
SFTPA1_17909	653509
GPR89A_25292	653519
GPR89B_14463	653519
FAM72B_13072	653820
NME1_4611	654364
KGFLP2_29030	654466
IGHV3_28168	714473
IGHV3_3276	714473
HIST2H2AA4_2963	723790
HIST2H2AA4_2964	723790
RGPD1_12424	727851
RGPD2_5823	727851
SDHAP2_28189	727956
ANXA8_17897	728113
ANXA8L1_19389	728113
DEFA1B_21887	728358
RPL13AP5_28183	728658
SPANXA1_6696	728695
SPANXB1_6698	728695
SPANXA1_6696	728712
SPANXB1_6698	728712
FAM72C_17605	728833
CT45A6_1618	728911
CCR2_14230	729230
SFTPA2_26367	729238
ZNF286B_24372	729288
GAGE1_2574	729396
GAGE12J_2577	729396
GAGE2A_20694	729396
GAGE2D_22568	729396
GAGE4_2578	729396
GAGE1_2574	729422
GAGE12J_2577	729422
GAGE2A_20694	729422
GAGE2D_22568	729422
GAGE4_2578	729422
GAGE1_2574	729431
GAGE12J_2577	729431
GAGE2A_20694	729431
GAGE2D_22568	729431
GAGE4_2578	729431
GAGE1_2574	729442
GAGE12J_2577	729442
GAGE2A_20694	729442
GAGE2D_22568	729442
GAGE4_2578	729442
GAGE1_2574	729447
GAGE12J_2577	729447
GAGE2A_20694	729447
GAGE2D_22568	729447
GAGE4_2578	729447
FAM72A_22322	729533
RGPD1_12424	729540
RGPD2_5823	729540
RGPD1_12424	729857
RGPD2_5823	729857
PSAPL1_23363	768239
GAGE12F_2576	100008586
SNHG8_6618	100093630
OST4_4852	100128731
GAGE1_2574	100132399
GAGE12J_2577	100132399
GAGE2A_20694	100132399
GAGE2D_22568	100132399
GAGE4_2578	100132399
FCGR1C_29031	100132417
ANKRD20A13P_283	100132733
KCNJ12_3509	100134444
LIMS3L_22317	100288695
BRE-AS1_28204	100302650
ASB3_17651	100302652
IGLL5_26283	100423062
LOC100505501_28399	100505501
LOC100505501_28400	100505501
LOC100505564_28401	100505564
LOC100505614_28202	100505614
LOC100505812_28182	100505812
LOC100506029_3829	100506029
LOC100506051_28402	100506051
LOC100506621_28403	100506621
LOC100506948_28405	100506948
LOC100506979_28172	100506979
LOC100507185_28184	100507185
LOC100510495_28176	100510495
GIMAP1-GIMAP5_20869	100527949
POC1B-GALNT4_28418	100528030
KLRK1_20413	100528032
BCL2L2_665	100529063
RPS10_28213	100529239
TIMM23B_15627	100652748
TIMM23B_27959	100652748
LINC00621_3801	100996930
CT45A6_1618	101060211
CT45A6_1618	102723680
CT45A6_1618	102723737
GAGE3_23922	26749;729422;100132399;729431;645073
GTF2H2_28175	2966;653238
GTF2H2C_19129	2966;653238;728340
CB_28181	445571;728013;150472;55871; 220869
CBWD6_26970	445571;728013;150472;55871; 220869
